Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
62	9	0	1.55	293.217964	293.229066	293.217964	293.23538	0.0127393647	0.00880233854	0	0	0	0	3
63	9	0	1.575	293.21561	293.228173	293.21561	293.23538	0.011664264	0.00880233854	0	0	0	0	3
64	9	0	1.6	293.213343	293.22721	293.213343	293.23538	0.0111140833	0.00880233854	0	0	0	0	3
65	10	0	1.625	293.213404	293.226378	293.213343	293.23538	0.00930520588	0.00880233854	0	0	0	0	3
66	10	0	1.65	293.208654	293.225106	293.208654	293.234349	0.00694506757	0.00880233854	0	0	0	0	3
67	10	0	1.675	293.210394	293.224137	293.208654	293.234349	0.00683731353	0.00880233854	0	0	0	0	3
68	10	0	1.7	293.208845	293.223258	293.208654	293.234349	0.00771625745	0.00880233854	0	0	0	0	3
69	10	0	1.725	293.208082	293.222007	293.208082	293.234105	0.00896709979	0.00880233854	0	0	0	0	3
70	10	0	1.75	293.208127	293.220794	293.208082	293.234105	0.0101797023	0.00880233854	0	0	0	0	3
71	10	0	1.775	293.207237	293.219676	293.207237	293.234105	0.0112977597	0.00880233854	0	0	0	0	3
72	10	0	1.8	293.207307	293.218608	293.207237	293.234105	0.0123658309	0.00880233854	0	0	0	0	3
73	11	0	1.825	293.207879	293.21745	293.207237	293.234105	0.0135246401	0.00880233854	0	0	0	0	3
74	11	0	1.85	293.208638	293.216237	293.207237	293.232203	0.014737354	0.00880233854	0	0	0	0	3
75	11	0	1.875	293.209499	293.215156	293.207237	293.230574	0.0158184993	0.00880233854	0	0	0	0	3
76	11	0	1.9	293.210563	293.214203	293.207237	293.229192	0.0167714156	0.00880233854	0	0	0	0	3
77	11	0	1.925	293.211508	293.213361	293.207237	293.227189	0.0174511944	0.00880233854	0	0	0	0	3
78	11	0	1.95	293.212099	293.212642	293.207237	293.224261	0.0170238501	0.00880233854	0	0	0	0	3
79	11	0	1.975	293.212001	293.212058	293.207237	293.222631	0.01539397	0.00880233854	0	0	0	0	3
80	11	0	2	293.211993	293.211552	293.207237	293.220013	0.0127755623	0.00880233854	0	0	0	0	3
81	12	0	2.025	293.213068	293.211221	293.207237	293.219427	0.0121902838	0.00880233854	0	0	0	0	3
82	12	0	2.05	293.211455	293.210841	293.207237	293.217964	0.0107273811	0.00880233854	0	0	0	0	3
83	12	0	2.075	293.209644	293.210445	293.207237	293.21561	0.00837325545	0.00880233854	0	0	0	0	3
84	12	0	2.1	293.2116	293.210254	293.207237	293.213404	0.00616730603	0.00880233854	0	0	0	0	3
85	12	0	2.125	293.209348	293.210064	293.207237	293.213404	0.00616730603	0.00880233854	0	0	0	0	3
86	12	0	2.15	293.208725	293.209841	293.207237	293.213068	0.00583125902	0.00880233854	0	0	0	0	3
87	12	0	2.175	293.208162	293.209818	293.207237	293.213068	0.00583125902	0.00880233854	0	0	0	0	3
88	12	0	2.2	293.208876	293.209745	293.207237	293.213068	0.00583125902	0.00880233854	0	0	0	0	3
89	13	0	2.225	293.206659	293.209641	293.206659	293.213068	0.00640895435	0.00880233854	0	0	0	0	3
90	13	0	2.25	293.205773	293.209531	293.205773	293.213068	0.00729552323	0.00880233854	0	0	0	0	3
91	13	0	2.275	293.20611	293.209435	293.205773	293.213068	0.00729552323	0.00880233854	0	0	0	0	3
92	13	0	2.3	293.207404	293.209443	293.205773	293.213068	0.00729552323	0.00880233854	0	0	0	0	3
93	13	0	2.325	293.20699	293.209428	293.205773	293.213068	0.00729552323	0.00880233854	0	0	0	0	3
94	13	0	2.35	293.205883	293.209333	293.205773	293.213068	0.00690358482	0.00880233854	0	0	0	0	3
95	13	0	2.375	293.206408	293.209227	293.205773	293.213068	0.00592862116	0.00880233854	0	0	0	0	3
96	13	0	2.4	293.207394	293.209127	293.205773	293.213068	0.00507595787	0.00880233854	0	0	0	0	3
97	14	0	2.425	293.206449	293.208931	293.205773	293.213068	0.0044297427	0.00880233854	0	0	0	0	3
98	14	0	2.45	293.205764	293.208657	293.205764	293.213068	0.00398472226	0.00880233854	0	0	0	0	3
99	14	0	2.475	293.20652	293.208392	293.205764	293.213068	0.00366659303	0.00880233854	0	0	0	0	3
100	14	0	2.5	293.206913	293.208149	293.205764	293.213068	0.00340229058	0.00880233854	0	0	0	0	3
101	14	0	2.525	293.207193	293.207921	293.205764	293.213068	0.00330015486	0.00880233854	0	0	0	0	3
102	14	0	2.55	293.207188	293.207641	293.205764	293.2116	0.00320054659	0.00880233854	0	0	0	0	3
103	14	0	2.575	293.206398	293.2074	293.205764	293.2116	0.0030451156	0.00880233854	0	0	0	0	3
104	14	0	2.6	293.205633	293.207209	293.205633	293.2116	0.00304512156	0.00880233854	0	0	0	0	3
105	15	0	2.625	293.205958	293.20694	293.205633	293.209348	0.00312352805	0.00880233854	0	0	0	0	3
106	15	0	2.65	293.206447	293.206802	293.205633	293.208876	0.00303887704	0.00880233854	0	0	0	0	3
107	15	0	2.675	293.206709	293.206706	293.205633	293.208876	0.00311148402	0.00880233854	0	0	0	0	3
108	15	0	2.7	293.206795	293.206641	293.205633	293.208876	0.00310428135	0.00880233854	0	0	0	0	3
109	15	0	2.725	293.206794	293.206542	293.205633	293.207404	0.00177087492	0.00880233854	0	0	0	0	3
