Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
83	12	0	2.075	101.104455	117.116076	82.3308986	134.868572	52.5376734	344.444659	0	100	0	0	3
84	12	0	2.1	90.8138546	117.520026	90.8138546	134.868572	44.0547174	344.444659	0	100	0	0	3
85	12	0	2.125	98.1161019	117.38963	90.8138546	134.868572	44.0547174	344.444659	0	100	0	0	3
86	12	0	2.15	101.281395	117.266527	90.8138546	134.868572	44.0547174	344.444659	0	100	0	0	3
87	12	0	2.175	102.432465	116.546972	90.8138546	134.868572	44.0547174	344.444659	0	100	0	0	3
88	12	0	2.2	97.6333127	115.709898	90.8138546	134.868572	44.0547174	344.444659	0	100	0	0	3
89	13	0	2.225	95.2045858	114.476792	90.8138546	134.868572	41.6670054	344.444659	0	100	0	0	3
90	13	0	2.25	110.910313	113.747511	90.8138546	134.868572	36.4423375	344.444659	0	100	0	0	3
91	13	0	2.275	106.261073	112.729026	90.8138546	134.868572	31.331441	344.444659	0	100	0	0	3
92	13	0	2.3	103.184852	111.370698	90.8138546	134.868572	27.303255	344.444659	0	100	0	0	3
93	13	0	2.325	102.334716	109.864391	90.8138546	134.868572	23.3890822	344.444659	0	100	0	0	3
94	13	0	2.35	107.410763	108.556876	90.8138546	134.518806	19.4279683	344.444659	0	100	0	0	3
95	13	0	2.375	107.83873	107.286396	90.8138546	133.013041	15.7022605	344.444659	0	100	0	0	3
96	13	0	2.4	105.695078	105.985541	90.8138546	129.186799	12.4459697	344.444659	0	100	0	0	3
97	14	0	2.425	101.082913	104.647261	90.8138546	125.212194	12.8727655	344.444659	0	100	0	0	3
98	14	0	2.45	118.038543	104.305658	90.8138546	120.945124	13.214368	344.444659	0	100	0	0	3
99	14	0	2.475	112.844433	103.919911	90.8138546	118.038543	13.6001151	344.444659	0	100	0	0	3
100	14	0	2.5	111.29575	103.645669	90.8138546	118.038543	13.874357	344.444659	0	100	0	0	3
101	14	0	2.525	107.523567	103.594216	90.8138546	118.038543	13.9258102	344.444659	0	100	0	0	3
102	14	0	2.55	106.136254	104.110645	90.8138546	118.038543	13.9258102	344.444659	0	100	0	0	3
103	14	0	2.575	106.898607	104.478179	90.8138546	118.038543	13.9258102	344.444659	0	100	0	0	3
104	14	0	2.6	110.271659	104.914713	90.8138546	118.038543	13.9258102	344.444659	0	100	0	0	3
105	15	0	2.625	110.644875	105.859047	95.2045858	118.038543	13.795414	344.444659	0	100	0	0	3
106	15	0	2.65	110.18105	106.433568	95.2045858	118.038543	13.6723106	344.444659	0	100	0	0	3
107	15	0	2.675	109.603508	106.829859	95.2045858	118.038543	12.9527557	344.444659	0	100	0	0	3
108	15	0	2.7	109.807161	107.181035	95.2045858	118.038543	12.115682	344.444659	0	100	0	0	3
109	15	0	2.725	109.23678	107.733581	95.2045858	118.038543	10.8825762	344.444659	0	100	0	0	3
